cui,preferred_name,semantic_types,token,frequency
C0238591,Adactyly,cgab,Adactyly,1
C0265549,Partial congenital absence of limb,cgab,Partial congenital absence of limb,1
C1527388,Amniotic Bands,cgab,Amniotic Bands,1
C0002447,Amelia,cgab,Amelia,1
C0225362,Hyaline Cartilage,tisu,Hyaline Cartilage,1
C0020191,Hyalin,bdsu,Hyalin,1
C0231581,Cartilage function,ortf,Cartilage function,1
C0007303,Structure of articular cartilage,tisu,Structure of articular cartilage,1
C0682559,Elastic Cartilage,tisu,Elastic Cartilage,1
C0684077,Fibrocartilage,tisu,Fibrocartilage,1
C0586827,Skeletal tissue,tisu,Skeletal tissue,1
C0932050,Intercellular matrix component,celc,Intercellular matrix component,1
C0029418,Osteoblasts,cell,Osteoblasts,1
C0029432,Osteocytes,cell,Osteocytes,1
C0222677,Cell of bone,cell,Cell of bone,1
C0031110,Periosteum,tisu,Periosteum,1
C0222658,Endosteum,tisu,Endosteum,1
C1704398,Immature Bone,ortf,Immature Bone,1
C0682560,Lamellar bone,tisu,Lamellar bone,1
C0682561,Prebone tissue,bdsu,Prebone tissue,1
C4082189,Haversian Canals,bpoc,Haversian Canals,1
C1518964,Volkmann's canal,bsoj,Volkmann's canal,1
C0205113,Circumferential,spco,Circumferential,1
C0185051,Removal by grinding,topp,Removal by grinding,1
C1283557,Type of bone,bpoc,Type of bone,1
C0231564,Intramembranous bone formation,ortf,Intramembranous bone formation,1
C0231565,Periosteal bone formation,ortf,Periosteal bone formation,1
C0175751,Cervical collar (device),medd,Cervical collar (device),1
C1184751,Secondary ossification center,bpoc,Secondary ossification center,1
C0185364,Osteoplasty,topp,Osteoplasty,1
C0013336,Dwarfism,cgab,Dwarfism,1
C0729820,Blood calcium measurement,lbpr,Blood calcium measurement,1
C0005939,Bone Development,ortf,Bone Development,1
C0042866,vitamin D,"horm,phsu,vita",vitamin D,1
C0600069,Total calcium,elii,Total calcium,1
C0452350,Calcium restricted diet,topp,Calcium restricted diet,1
C3489446,Nutritional Quality,qlco,Nutritional Quality,1
C0005938,Bone Density,clna,Bone Density,1
C0439093,Greater Than,qnco,Greater Than,1
C0456369,Proven findings,qlco,Proven findings,1
C0021826,Intestinal Absorption,ortf,Intestinal Absorption,1
C0011156,Deficiency Diseases,dsyn,Deficiency Diseases,1
C0036776,Serum alkaline phosphatase measurement,lbpr,Serum alkaline phosphatase measurement,1
C0185423,Muscle shortened,topp,Muscle shortened,1
C5395724,Not coated with material,qlco,Not coated with material,1
C1179122,Transverse tubule of muscle cell,celc,Transverse tubule of muscle cell,1
C2717948,Excitation Contraction Coupling,phsf,Excitation Contraction Coupling,1
C0036208,Sarcolemma,celc,Sarcolemma,1
C0436184,Skeletal muscle action potential,fndg,Skeletal muscle action potential,1
C2350765,End Plate Potentials,ortf,End Plate Potentials,1
C0235062,Induction of neuromuscular blockade,topp,Induction of neuromuscular blockade,1
C0027096,Myosin ATPase,"aapp,enzy",Myosin ATPase,1
C0022259,Isotonic Contraction,ortf,Isotonic Contraction,1
C0086345,Molecular Genetics (discipline),bmod,Molecular Genetics (discipline),1
C0305062,"tetanus toxoid vaccine, inactivated","aapp,imft,phsu","tetanus toxoid vaccine, inactivated",1
C0242979,Muscle Fatigue,fndg,Muscle Fatigue,1
C0015672,Fatigue,sosy,Fatigue,1
C0269841,Tetanic contractions of uterus,patf,Tetanic contractions of uterus,1
C0443318,Sustained,ftcn,Sustained,1
C0162658,Cell Size,qnco,Cell Size,1
C0162535,electrical resistance,npop,electrical resistance,1
C0027045,Myocardial Contraction,ortf,Myocardial Contraction,1
C1258199,Inotropism,phpr,Inotropism,1
C1331262,"Muscle, Striated",tisu,"Muscle, Striated",1
C0565912,Unit type,inpr,Unit type,1
C0010803,Cytokeratin,aapp,Cytokeratin,1
C3853573,Granules dose form,bodm,Granules dose form,1
C0064295,keratohyalin,aapp,keratohyalin,1
C0022566,"Keratinization, function",ortf,"Keratinization, function",1
C0443331,Turnover technique,hlca,Turnover technique,1
C0423757,Thin skin,fndg,Thin skin,1
C0459723,Skin appendage structure,bpoc,Skin appendage structure,1
C0232407,Hair growth,ortf,Hair growth,1
C0222007,Structure of nail of toe,bpoc,Structure of nail of toe,1
C0423801,Growth of nails,fndg,Growth of nails,1
C0228107,Free nerve ending,celc,Free nerve ending,1
C0030173,Pacinian Corpuscles,bpoc,Pacinian Corpuscles,1
C0205831,Meissner's Corpuscle,bpoc,Meissner's Corpuscle,1
C0035943,Ruffini's Corpuscles,bpoc,Ruffini's Corpuscles,1
C0225808,Right side of heart,blor,Right side of heart,1
C0023889,Liver Circulation,ortf,Liver Circulation,1
C0560132,sievert,qnco,sievert,1
C0242264,Electric Capacitance,qnco,Electric Capacitance,1
C0042382,Vascularization,ftcn,Vascularization,1
C0027769,Nervousness,sosy,Nervousness,1
C1180033,Structure of wall of blood vessel,bpoc,Structure of wall of blood vessel,1
C0035615,Right aortic arch (disorder),cgab,Right aortic arch (disorder),1
C0226261,Structure of right subclavian artery,bpoc,Structure of right subclavian artery,1
C0158629,Congenital anomaly of aortic arch,cgab,Congenital anomaly of aortic arch,1
C0204685,Radial pulse taking,topp,Radial pulse taking,1
C0575508,Notching of ribs,fndg,Notching of ribs,1
C0578757,Good neonatal condition at birth,fndg,Good neonatal condition at birth,1
C1288338,Structure of ductus venosus,emst,Structure of ductus venosus,1
C0522534,Saturated,npop,Saturated,1
C0349489,Fetal Hypoxia,dsyn,Fetal Hypoxia,1
C0009622,Computers,mnob,Computers,1
C0043266,Writing (occupation or discipline),ocdi,Writing (occupation or discipline),1
C0001443,adenosine,"bacs,nnon,phsu",adenosine,1
C0025962,Microcirculation,ortf,Microcirculation,1
C0006904,Capillary Endothelium,tisu,Capillary Endothelium,1
C0507817,Systemic capillary,bpoc,Systemic capillary,1
C0507908,Wall of lymphatic vessel,bpoc,Wall of lymphatic vessel,1
C0162405,Lymphatic Capillaries,bpoc,Lymphatic Capillaries,1
C0443214,Fat absorption,phsf,Fat absorption,1
C1709157,Negative Surgical Margin,fndg,Negative Surgical Margin,1
C0677038,Increase in pressure (physical force),phpr,Increase in pressure (physical force),1
C1527304,Allergic Reaction,patf,Allergic Reaction,1
C1382398,Increased capillary permeability (finding),fndg,Increased capillary permeability (finding),1
C0948441,Venoocclusive disease,dsyn,Venoocclusive disease,1
C1279331,Entire myocardium of ventricle,bpoc,Entire myocardium of ventricle,1
C0229983,Body organ structure,bpoc,Body organ structure,1
C0185115,Extraction,topp,Extraction,1
C2936287,Chemical Oxygen Demand,biof,Chemical Oxygen Demand,1
C0449529,Type of stimulus,inpr,Type of stimulus,1
C0085122,Workload,qnco,Workload,1
C0039044,Sympathetic Nervous System,bdsy,Sympathetic Nervous System,1
C0010075,Coronary Vessels,bpoc,Coronary Vessels,1
C1185727,Collateral vessel,bpoc,Collateral vessel,1
C0373440,Cerebral blood flow radionuclide study,diap,Cerebral blood flow radionuclide study,1
C0007818,Cerebrovascular Circulation,ortf,Cerebrovascular Circulation,1
C0021880,Intracranial Pressure,ortf,Intracranial Pressure,1
C1285830,Blood vessel feature,clna,Blood vessel feature,1
C0005905,Physiologic Thermoregulation,orgf,Physiologic Thermoregulation,1
C0034965,Regional Blood Flow,ortf,Regional Blood Flow,1
C0039231,Tachycardia,fndg,Tachycardia,1
C0344435,Ventricular Fibrillation by ECG Finding,lbtr,Ventricular Fibrillation by ECG Finding,1
C0206136,"Sodium Chloride, Dietary",food,"Sodium Chloride, Dietary",1
C2242817,Homocysteine measurement,lbpr,Homocysteine measurement,1
C4053458,Dietary Approaches To Stop Hypertension,topp,Dietary Approaches To Stop Hypertension,1
C0017120,Gastric acidity,ortf,Gastric acidity,1
C0677599,Platelet aggregation test result,lbtr,Platelet aggregation test result,1
C0032615,Polyunsaturated Fatty Acids,"bacs,orch",Polyunsaturated Fatty Acids,1
C0038836,Superoxides,elii,Superoxides,1
C0010798,Cytochromes,"aapp,bacs",Cytochromes,1
C0017822,GLUTATHIONE PEROXIDASE,"aapp,enzy",GLUTATHIONE PEROXIDASE,1
C0007367,catalase,"aapp,enzy",catalase,1
C0038838,superoxide dismutase,"aapp,enzy,phsu",superoxide dismutase,1
C0017108,Gas Scavengers,medd,Gas Scavengers,1
C0042440,Vegetables,food,Vegetables,1
C0016767,Fruit,food,Fruit,1
C0027021,peroxidase,"aapp,enzy",peroxidase,1
C0068355,NADPH Oxidase,"aapp,enzy",NADPH Oxidase,1
C1533698,Nitric Oxide Synthase Type II,"aapp,enzy",Nitric Oxide Synthase Type II,1
C0398595,Myeloperoxidase Deficiency,dsyn,Myeloperoxidase Deficiency,1
C1291312,Deficiency of oxidase,dsyn,Deficiency of oxidase,1
C0027477,Natriuresis,ortf,Natriuresis,1
C0103200,anaritide,"aapp,horm,phsu",anaritide,1
C0006155,Breathing Exercises,topp,Breathing Exercises,1
C0220931,Training,edac,Training,1
C0205272,Regular,qlco,Regular,1
C0585043,Before exercise,tmco,Before exercise,1
C0018738,Health Promotion,hlca,Health Promotion,1
C0018701,Health education,edac,Health education,1
C0030688,Patient education (procedure),edac,Patient education (procedure),1
C0582396,Exercise education,hlca,Exercise education,1
C0230137,Structure of thoracic inlet,blor,Structure of thoracic inlet,1
C0001868,Air Movements,npop,Air Movements,1
C0458827,Airway structure,bpoc,Airway structure,1
C0162568,Erythropoietic Protoporphyria,dsyn,Erythropoietic Protoporphyria,1
C0034052,Pulmonary artery structure,bpoc,Pulmonary artery structure,1
C0042396,Vascular constriction (function),ortf,Vascular constriction (function),1
C0277896,Increased central venous pressure,fndg,Increased central venous pressure,1
C0019009,therapeutic hemodilution,topp,therapeutic hemodilution,1
C0036082,Saline Solution,sbst,Saline Solution,1
C0739894,Aponeurosis of transversus abdominis,bpoc,Aponeurosis of transversus abdominis,1
C0224419,Structure of psoas major muscle,bpoc,Structure of psoas major muscle,1
C0022664,Structure of medulla of kidney,bpoc,Structure of medulla of kidney,1
C0929176,Hilum,bpoc,Hilum,1
C1571733,Drainage of kidney (procedure),topp,Drainage of kidney (procedure),1
C2713669,"SERPINA5 protein, human","aapp,bacs","SERPINA5 protein, human",1
C0677453,Cigarette,mnob,Cigarette,1
C0332167,High risk of,fndg,High risk of,1
C0348016,Intravenous,spco,Intravenous,1
C1272114,Plasma calcium level,lbpr,Plasma calcium level,1
C1689985,Absence (morphologic abnormality),anab,Absence (morphologic abnormality),1
C0225968,Epicardium,tisu,Epicardium,1
C0014124,Endocardium,tisu,Endocardium,1
C0588136,Heart valve function,fndg,Heart valve function,1
C1257792,Vascular Endothelial Cells,cell,Vascular Endothelial Cells,1
C1256770,Vascular Endothelial Growth Factors,"aapp,bacs",Vascular Endothelial Growth Factors,1
C0226001,Structure of small artery,bpoc,Structure of small artery,1
C0031753,Photomicrography,lbpr,Photomicrography,1
C1180238,Capillary Endothelial Cells,cell,Capillary Endothelial Cells,1
C1452534,"ACE protein, human","aapp,bacs","ACE protein, human",1
C0226506,Structure of muscular venule,bpoc,Structure of muscular venule,1
C0226502,Structure of fibrous type vein,bpoc,Structure of fibrous type vein,1
C0226501,Structure of muscular type vein,bpoc,Structure of muscular type vein,1
C1257789,Lymphangiogenesis,phsf,Lymphangiogenesis,1
C0264956,Atheroma,patf,Atheroma,1
C0506216,Subdivision of mediastinum,blor,Subdivision of mediastinum,1
C0441999,Upper anterior,spco,Upper anterior,1
C0444598,Middle,spco,Middle,1
C0205384,Branching (qualifier value),spco,Branching (qualifier value),1
C0038530,Structure of subclavian artery,bpoc,Structure of subclavian artery,1
C0684336,Impaired health,patf,Impaired health,1
C0459313,Left recurrent laryngeal nerve,bpoc,Left recurrent laryngeal nerve,1
C1393788,Constriction of esophagus,acab,Constriction of esophagus,1
C0229016,Structure of least splanchnic nerve,bpoc,Structure of least splanchnic nerve,1
C0043246,Laceration,inpo,Laceration,1
C0025066,Mediastinum,blor,Mediastinum,1
C0729936,Cardiac chamber structure,bpoc,Cardiac chamber structure,1
C0428857,Myocardial perfusion,orga,Myocardial perfusion,1
C1290392,Aortic fistula,dsyn,Aortic fistula,1
C0033363,Projection Defense Mechanism,menp,Projection Defense Mechanism,1
C0225814,Surface of heart,blor,Surface of heart,1
C0018793,Heart Auscultation,diap,Heart Auscultation,1
C0226654,Structure of cardiac vein,bpoc,Structure of cardiac vein,1
C0457123,Conducting pathway,bpoc,Conducting pathway,1
C0206243,Carrying,acty,Carrying,1
C0228894,Structure of intercostobrachial nerve,bpoc,Structure of intercostobrachial nerve,1
C0423636,Cardiac pain,sosy,Cardiac pain,1
C0008033,Pleuritic pain,sosy,Pleuritic pain,1
C2733340,Ventricular ejection,phsf,Ventricular ejection,1
C0520865,Atrial systole,ortf,Atrial systole,1
C0332193,Left curve,spco,Left curve,1
C0456170,Left atrial pressure,lbtr,Left atrial pressure,1
C0456179,Left ventricular pressure,lbtr,Left ventricular pressure,1
C0456180,Aortic Pressure,lbtr,Aortic Pressure,1
C0225897,Left ventricular structure,bpoc,Left ventricular structure,1
C0232257,Systolic Murmurs,fndg,Systolic Murmurs,1
C0205091,Left,spco,Left,1
C0026267,Mitral Valve Prolapse Syndrome,dsyn,Mitral Valve Prolapse Syndrome,1
C0502307,Subdivision of heart,blor,Subdivision of heart,1
C0037221,Situs Inversus,cgab,Situs Inversus,1
C0011813,Dextrocardia,cgab,Dextrocardia,1
C0231081,Atrioventricular canal structure,emst,Atrioventricular canal structure,1
C0225860,Left atrial structure,bpoc,Left atrial structure,1
C0225836,Interatrial septum,bpoc,Interatrial septum,1
C0231084,Structure of sinus venosus of fetus,emst,Structure of sinus venosus of fetus,1
C0152424,Common ventricle,cgab,Common ventricle,1
C1284055,Bulbus cordis,emst,Bulbus cordis,1
C0231077,Structure of aortopulmonary septum,emst,Structure of aortopulmonary septum,1
C1516050,Assignment - action,ftcn,Assignment - action,1
C0013580,Ectopia Cordis,cgab,Ectopia Cordis,1
C0039685,Tetralogy of Fallot,cgab,Tetralogy of Fallot,1
C4551903,Total anomalous pulmonary venous return,dsyn,Total anomalous pulmonary venous return,1
C0031039,Pericardial effusion,dsyn,Pericardial effusion,1
C0232267,Pericardial friction rub,fndg,Pericardial friction rub,1
C0191234,Pericardiocentesis,topp,Pericardiocentesis,1
C0230329,Right upper extremity,bpoc,Right upper extremity,1
C0347997,Physical object,phob,Physical object,1
C1444775,Sharp sensation quality,fndg,Sharp sensation quality,1
C0428877,Atrial Pressure,fndg,Atrial Pressure,1
C0042486,Venous Blood Pressure,orgf,Venous Blood Pressure,1
C0497247,Increase in blood pressure,fndg,Increase in blood pressure,1
C0205374,Transitory,tmco,Transitory,1
C0030055,Oxygen Consumption,clna,Oxygen Consumption,1
C0034627,Bone structure of radius,bpoc,Bone structure of radius,1
C0507618,Wall of ventricle,bpoc,Wall of ventricle,1
C0080309,Ventricular Function,ortf,Ventricular Function,1
C0560268,Volume fraction,qnco,Volume fraction,1
C0428735,Pressure volume loop,fndg,Pressure volume loop,1
C0231517,Rigid Behavior,inbe,Rigid Behavior,1
C0242201,Hemic System,bdsy,Hemic System,1
C0033211,Problem Solving (mental process),menp,Problem Solving (mental process),1
C4511001,Tissue specimen from aorta,tisu,Tissue specimen from aorta,1
C0332620,Redistribution,ftcn,Redistribution,1
C0042784,Viscosity,npop,Viscosity,1
C0023031,lanthanum,"elii,phsu",lanthanum,1
C0013341,Dye Dilution Technique,diap,Dye Dilution Technique,1
C0445074,Mean pressure,qnco,Mean pressure,1
C0333276,Acute hemorrhage,patf,Acute hemorrhage,1
C0012265,digoxin,"orch,phsu",digoxin,1
C0042397,Vasoconstrictor Agents,phsu,Vasoconstrictor Agents,1
C1179870,Nodal myocyte,cell,Nodal myocyte,1
C0439591,Long duration,qlco,Long duration,1
C0524422,Both cardiac atria,bpoc,Both cardiac atria,1
C0030510,Parasympathetic Nervous System,bdsy,Parasympathetic Nervous System,1
C0428732,ECG waveform,fndg,ECG waveform,1
C0449213,Lead II,spco,Lead II,1
C1268110,Heart part,bpoc,Heart part,1
C0520886,ST segment elevation (finding),fndg,ST segment elevation (finding),1
C0013798,Electrocardiogram,diap,Electrocardiogram,1
C0449215,aVF,spco,aVF,1
C0449216,aVL - Lead site,spco,aVL - Lead site,1
C0449217,aVR,spco,aVR,1
C0935623,anatomical pole,blor,anatomical pole,1
C0021107,Implantation procedure,topp,Implantation procedure,1
C0507239,Superior segmental vein,bpoc,Superior segmental vein,1
C0542504,Standard ECG,diap,Standard ECG,1
C0507238,Apical segmental vein,bpoc,Apical segmental vein,1
C0013812,electrode,mnob,electrode,1
C0429007,Cardiac axis,lbtr,Cardiac axis,1
C1453952,"LIPC protein, human","aapp,enzy","LIPC protein, human",1
C0034821,Low Density Lipoprotein Receptor,"aapp,rcpt",Low Density Lipoprotein Receptor,1
C0736268,Liver parenchyma,bpoc,Liver parenchyma,1
C0003595,Apolipoprotein E,"aapp,bacs",Apolipoprotein E,1
C0523511,Apolipoproteins E measurement (procedure),lbpr,Apolipoproteins E measurement (procedure),1
C1704299,"Hypobetalipoproteinemia, Familial, Apolipoprotein B",dsyn,"Hypobetalipoproteinemia, Familial, Apolipoprotein B",1
C0348035,oxidized low density lipoprotein,"aapp,bacs",oxidized low density lipoprotein,1
C0036708,Serbia,geoa,Serbia,1
C0000744,Abetalipoproteinemia,dsyn,Abetalipoproteinemia,1
C0473527,Hypoalphalipoproteinemias,dsyn,Hypoalphalipoproteinemias,1
C0020597,Hypobetalipoproteinemias,dsyn,Hypobetalipoproteinemias,1
C0039292,Tangier Disease,dsyn,Tangier Disease,1
C0549634,Lipids abnormal,fndg,Lipids abnormal,1
C0202121,Lipoprotein electrophoresis,lbpr,Lipoprotein electrophoresis,1
C1547610,Name type,idcn,Name type,1
C0033453,Complement Factor B,"aapp,imft",Complement Factor B,1
C0065058,Lipoprotein (a),"aapp,bacs",Lipoprotein (a),1
C0005811,Blood Physiological Phenomena,ortf,Blood Physiological Phenomena,1
C0032461,Polycythemia,dsyn,Polycythemia,1
C0221278,Anisocytosis,fndg,Anisocytosis,1
C0221281,Poikilocytosis,fndg,Poikilocytosis,1
C1136335,Multipotent Stem Cells,cell,Multipotent Stem Cells,1
C2350292,Stem Cell Niche,bdsy,Stem Cell Niche,1
C0231542,Bone function,ortf,Bone function,1
C0085616,Vasospasm,patf,Vasospasm,1
C0079284,Endothelin,"aapp,bacs",Endothelin,1
C0249229,Integrin alpha2,"aapp,imft",Integrin alpha2,1
C0021701,Integrins,"aapp,imft,rcpt",Integrins,1
C0523452,Adenosine diphosphate measurement,lbpr,Adenosine diphosphate measurement,1
C0040057,Thromboxane A2,orch,Thromboxane A2,1
C0441509,Coagulation procedure,topp,Coagulation procedure,1
C0333829,Azurophilic granules,celc,Azurophilic granules,1
C0200638,Eosinophil count procedure,lbpr,Eosinophil count procedure,1
C0427512,White blood cell count laboratory result,lbtr,White blood cell count laboratory result,1
C0023508,White Blood Cell Count procedure,lbpr,White Blood Cell Count procedure,1
C0870809,Life Span,grpa,Life Span,1
C1254881,Platelet function,celf,Platelet function,1
C0221145,Thrombopoiesis,celf,Thrombopoiesis,1
C0302090,Granulocyte production,ortf,Granulocyte production,1
C0035286,Reticulocytes,cell,Reticulocytes,1
C0432611,Stab form,cell,Stab form,1
C0312849,Normal megakaryocyte maturation,ortf,Normal megakaryocyte maturation,1
C0005933,Biopsy of bone,diap,Biopsy of bone,1
